Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils
7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,1,0,0,48,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,12930,10,400,2,31,31,0,8,45.5,0,0,1,0,0,1,1996,1,0,0
6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,2,0,0,1,0,0,52,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,12931,7,400,2,31,31,2,8,45.5,0,0,1,6,0,1,1996,0,0,1
6,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12932,15,400,2,31,31,1,7,38,0,0,1,6,0,1,1996,1,0,0
6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,0,0,1,0,0,61,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12933,1,400,4,31,31,2,8,58,0,0,1,0,0,1,1996,1,0,0
6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,12934,1,400,2,31,31,2,8,45.5,0,0,1,6,0,1,1996,0,0,1
6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,12935,5,400,4,31,31,2,6,33,0,0,1,0,0,1,1996,0,1,0
4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,0,0,1,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,12936,7,400,1,31,31,2,8,45.5,0,0,1,1,0,1,1996,0,0,1
4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,1,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,12937,9,400,2,31,31,0,7,45.5,0,0,1,0,6,2,1996,0,1,0
4,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,12938,9,400,2,31,31,0,5,28,0,0,1,0,0,1,1996,0,0,1
1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,0,0,0,49,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12939,1,400,4,31,31,2,8,45.5,0,0,1,6,0,1,1996,1,0,0
12,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,1,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12940,6,400,4,31,31,2,7,33,0,0,1,0,0,1,1996,0,1,0
12,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,0,0,1,0,0,31,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,12941,2,400,1,31,31,5,7,33,0,0,1,0,0,1,1996,1,0,0
11,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,0,1,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,12942,14,400,3,31,31,1,5,33,0,0,1,3,0,1,1996,0,0,1
11,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,3,0,0,1,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12943,12,400,1,31,31,2,8,45.5,0,0,1,0,0,1,1996,0,1,0
10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,1,1,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,12944,14,400,4,31,31,2,5,33,0,0,1,0,0,1,1996,0,0,1
10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,0,0,1,0,0,36,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,12945,12,400,4,31,31,1,7,38,0,0,1,0,0,1,1996,0,0,1
8,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,1,0,0,31,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,12946,13,400,1,31,31,0,6,33,0,0,1,0,0,1,1996,0,1,0
8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,2,0,0,1,0,0,62,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12947,4,400,2,31,31,0,8,58,0,0,1,6,0,1,1996,1,0,0
7,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,1,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,12948,1,400,4,31,31,0,6,33,0,0,1,1,0,1,1996,0,1,0
7,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,0,0,1,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,12949,14,400,2,31,31,0,7,38,0,0,1,0,0,1,1996,0,0,1
6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,0,1,0,0,73,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,12950,14,400,1,31,31,0,8,66,0,0,1,6,0,1,1996,0,1,0
5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,0,0,1,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,12951,10,400,2,31,31,1,7,33,0,0,1,0,0,1,1996,0,0,1
5,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,0,0,1,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12952,9,400,2,31,31,2,6,33,0,0,1,0,0,1,1996,0,1,0
5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0,1,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,12953,5,400,1,31,31,0,8,38,0,0,1,0,0,1,1996,0,0,1
6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,0,0,1,0,0,45,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,12954,8,400,3,31,31,1,5,38,0,0,1,0,0,1,1996,0,1,0
5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,1,0,1,0,0,53,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12955,5,500,4,31,31,5,8,45.5,0,0,1,6,2.5,1,1996,1,0,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12956,10,400,1,31,31,1,2,28,0,0,1,0,0,1,1996,1,0,0
4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,12957,14,400,3,31,31,0,7,38,0,0,1,0,0,3.5,1996,1,0,0
4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,0,1,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,12958,1,400,2,31,31,1,6,38,0,0,1,1,6,2,1996,0,1,0
8,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,5,0,0,1,0,0,41,1,0,0,1,0,0,0,0,0,0,1,0,0,49500,12959,2,700,1,31,31,2,7,38,0,0,1,0,0,1,1996,1,0,0
1,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,1,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,12960,3,400,4,31,31,2,8,58,1,0,1,0,0,1,1996,0,1,0
12,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,4,0,0,1,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12961,6,400,1,31,31,1,6,33,0,0,1,0,0,1,1996,0,1,0
2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,0,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,12962,7,400,3,31,31,2,7,45.5,0,0,1,3,0,1,1996,0,1,0
2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,12963,9,400,2,31,31,0,6,28,0,0,1,6,0,1,1996,0,1,0
2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12964,5,400,2,31,31,2,6,33,0,0,1,3,0,1,1996,1,0,0
8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,0,0,1,0,0,74,1,0,0,0,1,0,0,0,0,0,0,1,0,49500,12965,5,400,4,31,31,0,8,66,0,0,1,3,0,1,1996,0,0,1
7,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,0,0,1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,12966,16,400,2,31,31,2,7,38,0,0,1,1,0,1,1996,0,1,0
9,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,3,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12967,4,400,3,31,31,2,7,38,0,0,1,0,0,1,1996,1,0,0
9,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,0,1,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12968,16,400,1,31,31,2,6,33,0,0,1,6,0,1,1996,1,0,0
11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,0,1,0,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12969,4,400,2,31,31,1,3,28,0,0,1,1,0,1,1996,0,1,0
4,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,1,0,0,0,52,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,12970,3,400,2,31,31,0,8,45.5,0,0,1,6,0,1,1996,0,0,1
4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,3,0,0,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,12971,16,400,4,31,31,1,8,45.5,0,0,1,0,0,1,1996,0,0,1
8,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,8,4,0,0,1,0,0,52,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12972,12,400,1,31,31,2,7,45.5,0,0,1,0,0,1,1996,1,0,0
8,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,5,0,1,0,0,0,52,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12973,3,400,3,31,31,2,7,45.5,0,0,1,6,0,1,1996,1,0,0
8,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12974,12,400,1,0,31,1,6,33,0,0,1,0,0,1,1996,0,1,0
10,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,0,1,0,0,46,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12975,5,400,1,31,31,2,7,45.5,0,0,1,3,0,1,1996,1,0,0
12,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,2,1,0,1,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,12976,4,400,2,31,31,0,6,33,0,0,1,0,0,1,1996,0,1,0
6,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,0,0,1,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,19999,12977,7,400,1,31,31,2,7,33,0,0,1,0,0,1,1996,1,0,0
12,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2,0,0,1,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,12978,1,400,1,31,31,1,7,38,0,0,1,0,0,1,1996,0,1,0
12,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,0,0,1,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,12979,13,400,3,31,31,2,7,33,1,0,1,0,6,2,1996,0,1,0
12,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,1,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,12980,4,400,2,31,31,0,8,45.5,0,0,1,0,0,1,1996,0,0,1
3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12981,4,400,2,31,31,5,5,33,0,0,1,1,0,1,1996,1,0,0
3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,0,0,43,0,0,0,1,0,0,0,0,0,0,1,0,0,69001,12982,7,400,2,31,31,5,7,38,0,0,1,0,0,1,1996,1,0,0
5,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12983,5,400,4,31,31,5,7,38,0,0,1,3,0,1,1996,1,0,0
5,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,1,0,0,36,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12984,14,400,4,31,31,0,7,38,0,0,1,1,0,1,1996,0,1,0
5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,1,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12985,14,400,3,31,31,5,6,33,0,0,1,0,0,1,1996,0,1,0
6,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,1,0,0,42,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12986,7,400,4,31,31,1,7,38,0,0,1,0,0,1,1996,1,0,0
6,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,0,0,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,19999,12987,14,400,4,31,31,1,7,38,0,0,1,1,0,1,1996,0,1,0
9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,0,0,1,0,0,37,1,0,0,0,1,0,0,0,0,0,0,1,0,49500,12988,13,400,1,31,31,5,7,38,0,0,1,0,0,1,1996,0,0,1
10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,1,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,12989,10,400,2,31,31,2,7,38,0,0,1,6,0,1,1996,0,0,1
10,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,0,0,1,0,0,60,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,12990,6,700,1,31,31,0,8,58,0,0,1,0,0,1,1996,0,1,0
12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,0,1,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12991,10,400,2,31,31,2,6,33,0,0,1,1,0,1,1996,1,0,0
4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,12992,5,400,2,31,31,2,8,38,0,0,1,0,0,1,1996,1,0,0
4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,0,1,0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,12993,7,400,4,31,31,0,7,33,0,0,1,0,0,1,1996,0,0,1
9,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,1,0,0,0,23,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,12994,3,400,2,31,31,2,5,28,0,0,1,6,0,1,1996,0,1,0
2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,67,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,12995,9,400,4,31,31,0,8,66,0,0,1,1,0,1,1996,0,0,1
6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,0,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12996,10,400,1,31,31,2,6,33,0,0,1,0,0,1,1996,1,0,0
9,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,0,0,1,0,0,46,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12997,9,400,1,31,31,1,7,45.5,0,0,1,0,0,1,1996,1,0,0
9,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,4,1,0,1,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,12998,8,400,3,31,31,5,8,38,0,0,1,3,0,3.5,1996,0,1,0
1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,51,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,12999,3,400,1,31,31,5,8,45.5,0,0,1,3,0,1,1996,1,0,0
6,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,0,0,1,0,0,39,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,13000,13,400,4,31,31,0,7,38,0,0,1,6,6,2,1996,0,1,0
3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,39,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,13001,16,400,2,31,31,5,7,38,0,0,1,1,0,1,1996,0,0,1
7,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,0,0,1,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,13002,14,400,1,31,31,2,6,33,0,0,1,0,0,1,1996,1,0,0
12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,1,0,1,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,13003,13,400,4,31,31,0,7,33,0,0,1,0,0,1,1996,0,0,1
12,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,1,0,1,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,13004,4,400,1,31,31,0,7,45.5,0,0,1,3,0,1,1996,0,1,0
2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,13005,1,400,4,31,31,0,6,33,0,0,1,1,0,1,1996,0,1,0
7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,0,0,1,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,13006,6,500,1,31,31,0,6,45.5,0,0,1,3,2.5,1,1996,0,1,0
9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,0,0,1,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,13007,9,400,2,31,31,0,7,33,0,0,1,6,0,1,1996,0,0,1
12,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13008,9,400,2,31,31,2,7,38,0,0,1,6,0,1,1996,1,0,0
12,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2,0,0,1,0,0,53,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13009,5,400,4,31,31,2,7,45.5,0,0,1,0,0,1,1996,1,0,0
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,0,0,1,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13010,13,400,2,31,31,2,6,33,0,0,1,0,0,1,1996,1,0,0
12,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,1,0,1,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,13011,8,400,3,31,31,2,6,33,0,0,1,0,0,1,1996,1,0,0
12,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,0,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,13012,3,400,4,31,31,0,6,33,0,0,1,1,0,1,1996,0,0,1
10,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,13013,11,400,4,31,31,1,8,38,0,0,1,6,0,1,1996,0,1,0
9,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,0,1,37,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,13014,11,400,2,31,31,1,7,38,0,0,1,0,1,1,1996,0,1,0
8,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,0,1,0,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,13015,13,400,1,31,31,1,6,33,0,0,1,0,0,1,1996,1,0,0
4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,13016,7,400,2,31,31,1,6,33,0,0,1,0,0,1,1996,0,1,0
4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,0,65,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,13017,10,400,1,31,31,0,8,58,0,0,1,0,0,1,1996,0,1,0
11,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,1,0,0,0,28,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,13018,3,400,2,31,31,0,6,33,0,0,1,6,0,1,1996,0,0,1
11,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,0,1,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,13019,2,400,2,31,31,0,7,38,0,0,1,6,0,1,1996,0,0,1
8,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,2,0,1,0,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13020,1,400,2,31,31,0,7,33,0,0,1,1,0,1,1996,1,0,0
8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,0,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13021,15,400,3,31,31,2,5,33,0,0,1,0,6,2,1996,1,0,0
7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,4,1,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13022,10,400,2,31,31,5,6,33,0,0,1,0,0,1,1996,1,0,0
6,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,1,0,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,13023,10,400,1,31,31,2,7,38,0,0,1,6,0,1,1996,0,0,1
7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,1,0,1,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13024,10,400,4,31,31,1,6,38,0,0,1,1,0,1,1996,1,0,0
4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,13025,15,400,2,31,31,1,7,33,0,0,1,0,0,1,1996,1,0,0
3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,1,0,0,41,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,13026,9,400,4,31,31,2,4,38,0,0,1,0,0,1,1996,1,0,0
6,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,0,0,1,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,13027,5,400,1,31,31,1,6,33,0,0,1,0,0,1,1996,0,0,1
6,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,0,1,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,13028,10,400,2,31,31,2,6,33,0,0,1,1,0,1,1996,0,1,0
2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,0,38,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,13029,4,400,3,31,31,5,7,38,0,0,1,6,0,1,1996,1,0,0
